plot_year,Browsing_percent_plot,old_browsing_plot,young_browsing_plot,no_browsing_plot,height_plot,growth,FAI,site,NPP_July2016,NPP_June2016,EffectiveMooseDensitykm2,year_site,mean.temp,summ.temp,wint.temp,rain.GP,rain.year,rain.wint,site_Treatment,territory,EX,build_year,sample_year,time,date,month,day,plot,species_cor,nom_lat,missingpicnote,LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6.,LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6.,LON.E,LAT.N,browsingfactorial
45_2011,33.33333333,1,0,2,68,0,1.04037346,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_TE,Casault,TE,2010,2011,T1,21/07/2011,7,21,45,Sorame,Sorbus americana,ok,336486.2031,5364749.184,-67.07186161,48.42061061,yes
451_2015,0,0,0,7,101,0,1.373176507,CA1105,6.5,5.050000191,2,2015_CA1105,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1105_EX,Casault,EX,2011,2015,T4,25/05/2015,5,25,451,Sorame,Sorbus americana,ok,331761.0672,5370778.247,-67.13531733,48.47505343,no
453_2013,0,0,0,2.5,25.9,0,1.894253083,CA1105,6.5,5.050000191,2,2013_CA1105,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1105_EX,Casault,EX,2011,2013,T2,NA,NA,NA,453,Sorame,Sorbus americana,ok,331761.0672,5370778.247,-67.13531733,48.47505343,no
453_2015,0,0,0,7,130.5,0,1.391184198,CA1105,6.5,5.050000191,2,2015_CA1105,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1105_EX,Casault,EX,2011,2015,T4,25/05/2015,5,25,453,Sorame,Sorbus americana,ok,331761.0672,5370778.247,-67.13531733,48.47505343,no
457_2012,NA,0,0,0,18,0,1.678576547,CA1104,6.5,5.050000191,2,2012_CA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1104_EX,Casault,EX,2011,2012,T1,25/05/2012,5,25,457,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,NA
457_2014,0,0,0,8,72,0.249283332,2.939457713,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_EX,Casault,EX,2011,2014,T3,26/05/2014,5,26,457,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
457_2015,NA,0,0,9,73,16.95126655,3.741005169,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_EX,Casault,EX,2011,2015,T4,23/05/2015,5,23,457,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,NA
458_2012,0,0,0,1,32.5,3.639536642,0.943420938,CA1104,6.5,5.050000191,2,2012_CA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1104_EX,Casault,EX,2011,2012,T1,25/05/2012,5,25,458,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
458_2013,0,0,0,5.333333333,47.1,4.462171637,1.428490368,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_EX,Casault,EX,2011,2013,T2,NA,NA,NA,458,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
458_2014,0,0,0,6.333333333,65,8.413312444,0.872121167,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_EX,Casault,EX,2011,2014,T3,26/05/2014,5,26,458,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
458_2015,0,0,0,4.25,98.75,8.039387446,1.601544999,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_EX,Casault,EX,2011,2015,T4,23/05/2015,5,23,458,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
459_2012,0,0,0,1,28,6.107441626,0.738490838,CA1104,6.5,5.050000191,2,2012_CA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1104_EX,Casault,EX,2011,2012,T1,25/05/2012,5,25,459,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
459_2013,0,0,0,6,52.5,5.110308299,0.564012466,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_EX,Casault,EX,2011,2013,T2,NA,NA,NA,459,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
459_2014,0,0,0,7,73,2.866758314,0.724588719,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_EX,Casault,EX,2011,2014,T3,26/05/2014,5,26,459,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
459_2015,0,0,0,7,84.5,-8.350991611,1.96352342,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_EX,Casault,EX,2011,2015,T4,23/05/2015,5,23,459,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
462_2013,0,0,0,2.5,39.5,0,2.21781277,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_EX,Casault,EX,2011,2013,T2,NA,NA,NA,462,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
464_2013,0,0,0,3,40,2.492833317,0.535959978,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_EX,Casault,EX,2011,2013,T2,NA,NA,NA,464,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
464_2014,0,0,0,13,50,7.977066614,0.510634756,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_EX,Casault,EX,2011,2014,T3,26/05/2014,5,26,464,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
464_2015,0,0,0,9,82,-6.481366623,1.181762797,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_EX,Casault,EX,2011,2015,T4,23/05/2015,5,23,464,Sorame,Sorbus americana,ok,329961.0692,5371495.676,-67.15962096,48.48158025,no
470_2012,0,0,0,1,31.5,3.664464976,1.760989755,CA1104,6.5,5.050000191,2,2012_CA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1104_TE,Casault,TE,2011,2012,T1,30/05/2012,5,30,470,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,no
470_2013,75,0,3,1,46.2,5.185093299,1.306506997,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_TE,Casault,TE,2011,2013,T2,NA,NA,NA,470,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
470_2014,100,3,9,0,67,3.489966643,1.293314856,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_TE,Casault,TE,2011,2014,T3,26/05/2014,5,26,470,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
470_2015,84.84848485,8,20,5,81,2.99139998,0.986280061,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_TE,Casault,TE,2011,2015,T4,23/05/2015,5,23,470,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
471_2013,0,0,0,1,20,2.692259982,1.286104084,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_TE,Casault,TE,2011,2013,T2,NA,NA,NA,471,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,no
471_2014,0,0,0,4,30.8,0,1.84301446,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_TE,Casault,TE,2011,2014,T3,26/05/2014,5,26,471,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,no
474_2012,100,0,1,0,20,2.779509148,0.738490838,CA1104,6.5,5.050000191,2,2012_CA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1104_TE,Casault,TE,2011,2012,T1,30/05/2012,5,30,474,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
474_2013,62.5,0.5,0.5,1.5,31.15,6.817899121,1.071919956,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_TE,Casault,TE,2011,2013,T2,NA,NA,NA,474,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
474_2014,66.66666667,1,3,2,58.5,0,1.152782473,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_TE,Casault,TE,2011,2014,T3,26/05/2014,5,26,474,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
475_2014,16.66666667,0,1,5,84,2.99139998,1.526281817,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_TE,Casault,TE,2011,2014,T3,26/05/2014,5,26,475,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
475_2015,72.72727273,2,6,3,96,6.481366623,1.890357214,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_TE,Casault,TE,2011,2015,T4,23/05/2015,5,23,475,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
476_2014,12.5,0,1,4.333333333,34.33333333,6.772197177,2.305354697,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_TE,Casault,TE,2011,2014,T3,26/05/2014,5,26,476,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
476_2015,4.166666667,0.5,0,7,61.5,1.7034361,1.723103219,CA1104,6.5,5.050000191,2,2015_CA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1104_TE,Casault,TE,2011,2015,T4,23/05/2015,5,23,476,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,no
48_2011,NA,0,0.5,0.75,38,3.676929142,1.485206971,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_TE,Casault,TE,2010,2011,T1,21/07/2011,7,21,48,Sorame,Sorbus americana,ok,336486.2031,5364749.184,-67.07186161,48.42061061,NA
48_2012,78.88888889,3.75,0,1.5,52.75,5.920479127,1.288633833,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_TE,Casault,TE,2010,2012,T2,29/05/2012,5,29,48,Sorame,Sorbus americana,ok,336486.2031,5364749.184,-67.07186161,48.42061061,yes
48_2013,81.14130435,2.5,9,2.5,76.5,1.682662489,1.77454219,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_TE,Casault,TE,2010,2013,T3,NA,NA,NA,48,Sorame,Sorbus americana,ok,336486.2031,5364749.184,-67.07186161,48.42061061,yes
48_2014,94.08263306,7,7,1,83.25,8.496406888,1.961905047,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_TE,Casault,TE,2010,2014,T4,24/05/2014,5,24,48,Sorame,Sorbus americana,ok,336486.2031,5364749.184,-67.07186161,48.42061061,yes
48_2015,NA,NA,NA,NA,117.3333333,-3.012173591,2.33387592,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_TE,Casault,TE,2010,2015,T5,24/05/2015,5,24,48,Sorame,Sorbus americana,ok,336486.2031,5364749.184,-67.07186161,48.42061061,NA
480_2013,0,0,0,3,20,6.481366623,2.021054316,CA1104,6.5,5.050000191,2,2013_CA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1104_TE,Casault,TE,2011,2013,T2,NA,NA,NA,480,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,no
480_2014,50,0,1,1,46,0,2.763601485,CA1104,6.5,5.050000191,2,2014_CA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1104_TE,Casault,TE,2011,2014,T3,26/05/2014,5,26,480,Sorame,Sorbus americana,ok,329956.4437,5371546.237,-67.15968049,48.48203516,yes
6_2011,20,2,0,8,65,2.742116648,1.406755431,CA1001,6.5,5.050000191,2,2011_CA1001,2.940027322,14.06721311,-5.328688525,3.37704918,02/01/1900,2.069398907,CA1001_EX,Casault,EX,2010,2011,T1,19/07/2011,7,19,6,Sorame,Sorbus americana,ok,332458.5303,5365787.26,-67.12621307,48.43013629,yes
6_2012,0,0,0,8,76,20.19194987,1.406755431,CA1001,6.5,5.050000191,2,2012_CA1001,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1001_EX,Casault,EX,2010,2012,T2,27/05/2012,5,27,6,Sorame,Sorbus americana,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
6_2013,0,0,0,16,157,11.96559992,1.322841202,CA1001,6.5,5.050000191,2,2013_CA1001,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1001_EX,Casault,EX,2010,2013,T3,NA,NA,NA,6,Sorame,Sorbus americana,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
6_2014,0,0,0,18.5,205,16.82662489,2.708086371,CA1001,6.5,5.050000191,2,2014_CA1001,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1001_EX,Casault,EX,2010,2014,T4,25/05/2014,5,25,6,Sorame,Sorbus americana,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
6_2015,NA,NA,NA,NA,272.5,0,1.585339019,CA1001,6.5,5.050000191,2,2015_CA1001,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1001_EX,Casault,EX,2010,2015,T5,26/05/2015,5,26,6,Sorame,Sorbus americana,ok,332458.5303,5365787.26,-67.12621307,48.43013629,NA
73_2011,41.30844156,2.954545455,0,2.954545455,45,6.07628121,10.28262877,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,73,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
73_2012,0,0,0,3.625,69.375,16.35921864,7.555732217,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,73,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
73_2013,0,0,0,4,135,6.085446038,0.908965517,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,73,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
73_2014,0,0,0,5.941176471,159.4117647,12.50396812,5.485029681,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,73,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
73_2015,NA,NA,NA,NA,209.5714286,0,4.860072243,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,73,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
74_2011,NA,2.769230769,0,0.923076923,51.07692308,6.925145741,6.050279902,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,74,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
74_2012,6.168831169,0.428571429,0,6,78.85714286,8.303509072,3.388832479,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,74,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
74_2013,0,0,0,11.33333333,112.1666667,6.502140234,2.93434972,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,74,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
74_2014,0,0,0,11.125,138.25,9.909012434,2.751548878,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,74,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
74_2015,NA,NA,NA,NA,178,3.881697593,3.982250555,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,74,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
75_2014,0,0,0,5.5,86.5,5.733516628,1.126295063,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,75,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
75_2015,NA,NA,NA,NA,109.5,16.82662489,1.050969557,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,75,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
76_2011,33.33333334,1,0,2,38.75,3.901284141,1.890899704,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,76,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
76_2012,0,0,0,2.7,54.4,0,3.614161379,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,76,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
76_2014,0,0,0,4.363636364,89.18181818,3.616024692,3.046527186,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,76,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
76_2015,NA,NA,NA,NA,103.6875,3.169014354,2.7574759,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,76,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
77_2011,41.66666667,3.5,0,4.5,53,6.730649955,1.192973597,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,77,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
77_2012,42.85714286,3,0,4,80,6.979933287,0.637213589,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,77,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
77_2013,0,0,0,9,108,11.77863742,1.179757818,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,77,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
77_2014,0,0,0,9.25,155.25,-7.790104115,2.264846277,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,77,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
77_2015,NA,NA,NA,NA,124,5.733516628,2.08199906,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,77,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
78_2012,0,0,0,2.5,53,19.5438132,1.476981676,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,78,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
78_2013,0,0,0,8.2,131.4,-6.331796624,3.83745694,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,78,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
78_2014,0,0,0,8.5,106,-5.733516628,1.760989755,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,78,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
78_2015,NA,NA,NA,NA,83,6.730649955,1.760989755,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,78,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
79_2011,75,6,0,2,74,-1.744983322,1.306506997,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,79,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
79_2012,12.5,3,0,9.5,67,-0.581661107,1.902993795,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,79,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
79_2013,0,0,0,7,64.66666667,20.77361097,2.357476554,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,79,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
79_2014,0,0,0,12,148,-6.356724958,1.448511036,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,79,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
79_2015,NA,NA,NA,NA,122.5,20.81515819,1.760989755,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,79,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
80_2011,NA,4.916666667,0,5.833333333,70.91666667,3.915825668,5.737801183,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,80,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
80_2012,11.11111111,1.75,0,10.5,86.625,3.708089559,2.621376847,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,80,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
80_2013,0,0,0,6.333333333,101.5,8.475633277,2.225998579,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,80,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
80_2014,0,0,0,10.5,135.5,8.378689759,2.453239958,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,80,Sorame,Sorbus americana,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
