site,territory,EX,build_year,sample_year,plot_year,time,date,month,day,plot,species_cor,nom_lat,height,diam,arrow,stem_state,no_browsing,young_browsing,old_browsing,Browsing_percent,sampling_area_m2,missingpicnote
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,40,6,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,77,13.3,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,73,18.1,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,74,23.6,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,61,11.4,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,66,12.8,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,37.5,6.2,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,36,8,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,75,22.2,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,93,24.5,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,73,15.4,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,80,28.3,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,85,16.4,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,65,12,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,190_2016,T6,16/06/2016,6,16,190,Picea,Picea sp.,75,20,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2010,191_2010,T0,01/08/2010,8,1,191,Abibal,Abies balsamea,26,NA,Unbrowsed,Live,8,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,191_2010,T0,01/08/2010,8,1,191,Abibal,Abies balsamea,12,NA,Unbrowsed,Live,1,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,191_2010,T0,01/08/2010,8,1,191,Abibal,Abies balsamea,154,NA,Unbrowsed,Live,54,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,191_2010,T0,01/08/2010,8,1,191,Picea,Picea sp.,48,NA,Unbrowsed,Live,10,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,191_2010,T0,01/08/2010,8,1,191,Picea,Picea sp.,19,NA,Unbrowsed,Live,3,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Abibal,Abies balsamea,111,NA,Unbrowsed,Live,44,8,1,16.98113208,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Abibal,Abies balsamea,34,NA,Unbrowsed,Live,11,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Abibal,Abies balsamea,76,NA,Unbrowsed,Mutilate,12,11,0,47.82608696,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Abibal,Abies balsamea,23,NA,Unbrowsed,Live,6,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Abibal,Abies balsamea,47,NA,Browsed,Live,7,4,2,46.15384615,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Abibal,Abies balsamea,25,NA,Unbrowsed,Live,1,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,80,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,5,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,5,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,191_2011,T1,15/07/2011,7,15,191,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Abibal,Abies balsamea,28,NA,Browsed,Live,2,0,2,50,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Abibal,Abies balsamea,64,NA,Browsed,Mutilate,2,0,10,83.33333333,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Abibal,Abies balsamea,100,NA,Unbrowsed,Mutilate,5,9,0,64.28571429,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Abibal,Abies balsamea,37,NA,Unbrowsed,Live,9,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Abibal,Abies balsamea,46,NA,Unbrowsed,Decaying,1,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Abibal,Abies balsamea,25,NA,Unbrowsed,Live,5,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,36,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,26,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,37,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,37,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,32,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,31,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,57,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,42,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,39,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,51,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,34,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,32,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,37,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,191_2012,T2,03/06/2012,6,3,191,Picea,Picea sp.,40,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Abibal,Abies balsamea,24,5,Unbrowsed,Live,1,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Abibal,Abies balsamea,44,10.8,Unbrowsed,Live,5,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,40,8.88,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,32,7.3,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,44,11.18,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,32,9.32,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,45,8.84,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,39,8.94,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,60,18.44,Unbrowsed,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,58.5,15.3,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,50,8,Unbrowsed,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,60,16.28,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2013,191_2013,T3,NA,NA,NA,191,Picea,Picea sp.,47,8.62,NA,NA,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Abibal,Abies balsamea,38,8.1,Unbrowsed,Live,6,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Abibal,Abies balsamea,45,17.6,Unbrowsed,Mutilate,3,4,0,57.14285714,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Abibal,Abies balsamea,22,18.9,Browsed,Mutilate,4,1,0,20,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Abibal,Abies balsamea,22,4,Unbrowsed,Live,3,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,50,9.1,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,39,9.5,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,36,7.8,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,48,12,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,65,16.2,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,55,13.3,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,24,9.2,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,64,18.2,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,49,8.7,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,24,4.8,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,42,12.3,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,37,8.6,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,61,13,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,53,11.4,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,54,10.5,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,30,9.7,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,32,7.2,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,23,5.3,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,36,6.7,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2014,191_2014,T4,05/06/2014,6,5,191,Picea,Picea sp.,42,8,Unbrowsed,Live,0,0,0,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Abibal,Abies balsamea,37.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Abibal,Abies balsamea,7,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Abibal,Abies balsamea,56,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Abibal,Abies balsamea,68.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Picea,Picea sp.,72,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Picea,Picea sp.,59,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Picea,Picea sp.,65.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Picea,Picea sp.,76,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Picea,Picea sp.,53,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2015,191_2015,T5,28/05/2015,5,28,191,Picea,Picea sp.,79,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Abibal,Abies balsamea,87.5,13.6,Unbrowsed,Mutilate,16,11,0,40.74074074,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Abibal,Abies balsamea,78,24.1,Unbrowsed,Mutilate,36,28,0,43.75,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Abibal,Abies balsamea,15,3.5,Unbrowsed,Live,5,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Abibal,Abies balsamea,45,8.9,Browsed,Live,9,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Abibal,Abies balsamea,86.5,13.7,Unbrowsed,Live,13,11,0,45.83333333,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,43,10,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,64,18.7,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,96,20.3,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,62,11.1,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,95,25.1,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,67,12.5,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,71,12.5,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,64,16.5,NA,Dead,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,25,8,NA,Dead,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,89,19.9,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,82,16.7,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,72,12.2,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,61,12,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,92,28.8,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,68,12.2,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2016,191_2016,T6,16/06/2016,6,16,191,Picea,Picea sp.,98,23.4,NA,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2010,192_2010,T0,01/08/2010,8,1,192,Abibal,Abies balsamea,29,NA,Unbrowsed,Live,7,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,192_2010,T0,01/08/2010,8,1,192,Abibal,Abies balsamea,35,NA,Unbrowsed,Live,7,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,192_2010,T0,01/08/2010,8,1,192,Picea,Picea sp.,22,NA,Unbrowsed,Live,9,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,192_2010,T0,01/08/2010,8,1,192,Picea,Picea sp.,31,NA,Unbrowsed,Live,10,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2010,192_2010,T0,01/08/2010,8,1,192,Picea,Picea sp.,23,NA,Unbrowsed,Live,8,0,NA,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,20,NA,Unbrowsed,Live,4,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,40,NA,Unbrowsed,Live,11,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,25,NA,Unbrowsed,Live,6,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,63,NA,Browsed,Live,26,6,0,18.75,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,22,NA,Unbrowsed,Live,3,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,22,NA,Unbrowsed,Live,3,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,35,NA,Unbrowsed,Dead,8,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Abibal,Abies balsamea,32,NA,Unbrowsed,Live,7,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,5,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,80,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,45,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2011,192_2011,T1,15/07/2011,7,15,192,Picea,Picea sp.,20,NA,NA,NA,NA,NA,NA,NA,4,missingpic
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Abibal,Abies balsamea,30,NA,Browsed,Live,3,3,0,50,4,ok
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Abibal,Abies balsamea,80,NA,Browsed,Mutilate,4,7,2,69.23076923,4,ok
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Abibal,Abies balsamea,25,NA,Unbrowsed,Live,2,0,0,0,4,ok
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Abibal,Abies balsamea,30,NA,Browsed,Live,2,5,0,71.42857143,4,ok
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Picea,Picea sp.,59,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Picea,Picea sp.,82,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CH1002,Chic-Chocs,TE,2010,2012,192_2012,T2,03/06/2012,6,3,192,Picea,Picea sp.,19,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
